ID,Ашиглалтанд орсон он,Барилгын давхар,Барилгын явц,Гараж,Байршил,Огноо,Тагт,Талбай,Төлбөрийн нөхцөл,Хаалга,Хэдэн давхарт,Цонх,Цонхны тоо,Шал,Үнэ
1,2024,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,82,Банкны лизингтэй,Бүргэд,12,Вакум,3,Паркет,"5,378,049"
1,2024,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,82,Банкны лизингтэй,Бүргэд,12,Вакум,4,Паркет,"5,378,049"
1,2020,10,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,2 тагттай,173,Лизинггүй,Бүргэд,10,Вакум,7,Паркет,"5,375,723"
1,2023,10,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,173,Лизинггүй,Бүргэд,10,Вакум,7,Паркет,"5,375,723"
1,1990,9,Ашиглалтад орсон,Байхгүй,СБД,1/1/2024,1 тагттай,40,Лизинггүй,Бүргэд,1,Вакум,4,Мод,"5,375,000"
1,1993,9,Ашиглалтад орсон,Байхгүй,СХД,1/1/2024,1 тагттай,40,Лизинггүй,Бүргэд,1,Вакум,4,Паркет,"5,375,000"
1,1988,9,Ашиглалтад орсон,Байхгүй,БГД,1/1/2024,1 тагттай,40,Банкны лизингтэй,Төмөр,6,Вакум,4,Паркет,"5,375,000"
1,2018,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,2 тагттай,149,Банкны лизингтэй,Бүргэд,14,Вакум,6,Паркет,"5,369,128"
1,2016,6,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,205,Лизинггүй,Бүргэд,1,Вакум,5,Паркет,"5,365,854"
1,2022,16,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,2 тагттай,82,Лизинггүй,Төмөр вакум,6,Вакум,3,Паркет,"5,365,854"
1,2019,6,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,205,Лизинггүй,Бүргэд,1,Төмөр вакум,5,Паркет,"5,365,854"
1,2015,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,2 тагттай,140,Лизинггүй,Төмөр вакум,4,Вакум,5,Паркет,"5,357,143"
1,2018,14,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,140,Лизинггүй,Бүргэд,4,Вакум,8,Паркет,"5,357,143"
1,2020,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,140,Лизинггүй,Төмөр,4,Вакум,4,Паркет,"5,357,143"
1,2024,16,Ашиглалтад ороогүй,Байхгүй,БЗД,1/1/2024,1 тагттай,82,Лизинггүй,Бүргэд,12,Вакум,3,Паркет,"5,350,000"
1,2024,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,2 тагттай,132,Лизинггүй,Бүргэд,8,Вакум,5,Паркет,"5,350,000"
1,2015,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,2 тагттай,149,Банкны лизингтэй,Бүргэд,14,Вакум,6,Паркет,"5,348,993"
1,2014,14,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,149,Лизинггүй,Бүргэд,14,Вакум,6,Паркет,"5,348,993"
1,2021,10,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,43,Лизинггүй,Бүргэд,7,Вакум,2,Паркет,"5,348,837"
1,1997,4,Ашиглалтад орсон,Байхгүй,СБД,1/1/2024,1 тагттай,29,Банкны лизингтэй,Бүргэд,4,Вакум,3,Паркет,"5,344,828"
1,1989,9,Ашиглалтад орсон,Байхгүй,БГД,1/1/2024,1 тагттай,29,Лизинггүй,Бүргэд,3,Вакум,4,Паркет,"5,344,828"
1,2013,12,Ашиглалтад орсон,Байгаа,СБД,1/1/2024,1 тагттай,116,Банкны лизингтэй,Бүргэд,8,Вакум,6,Паркет,"5,344,828"
1,2024,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,58,Банкны лизингтэй,Бүргэд,10,Вакум,2,Паркет,"5,344,828"
1,2021,6,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,Тагтгүй,60,Лизинггүй,Бүргэд,5,Вакум,4,Паркет,"5,344,167"
1,2019,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,74,Лизинггүй,Бүргэд,13,Вакум,3,Паркет,"5,337,838"
1,1986,9,Ашиглалтад орсон,Байхгүй,СХД,1/1/2024,1 тагттай,30,Лизинггүй,Бүргэд,2,Вакум,3,Паркет,"5,333,333"
1,1992,12,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,2 тагттай,60,Лизинггүй,Төмөр,3,Вакум,4,Паркет,"5,333,333"
1,1990,9,Ашиглалтад орсон,Байхгүй,СХД,1/1/2024,2 тагттай,30,Лизинггүй,Бүргэд,9,Вакум,3,Паркет,"5,333,333"
1,1980,9,Ашиглалтад орсон,Байхгүй,СХД,1/1/2024,1 тагттай,30,Лизинггүй,Төмөр,5,Вакум,4,Мод,"5,333,333"
1,1989,9,Ашиглалтад орсон,Байхгүй,СХД,1/1/2024,1 тагттай,30,Лизинггүй,Бүргэд,7,Вакум,3,Паркет,"5,333,333"
1,2021,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,3+ тагттай,136,Лизинггүй,Бүргэд,6,Вакум,3,Паркет,"5,330,882"
1,2019,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,3+ тагттай,136,Лизинггүй,Бүргэд,6,Вакум,6,Паркет,"5,330,882"
1,2018,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,3+ тагттай,136,Лизинггүй,Төмөр,6,Вакум,3,Паркет,"5,330,882"
1,2012,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,3+ тагттай,136,Лизинггүй,Бүргэд,6,Вакум,4,Паркет,"5,330,882"
1,2016,12,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,3+ тагттай,136,Лизинггүй,Бүргэд,6,Вакум,5,Паркет,"5,330,882"
1,2012,12,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,3+ тагттай,136,Лизинггүй,Бүргэд,6,Вакум,5,Паркет,"5,330,882"
1,2014,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,3+ тагттай,136,Лизинггүй,Төмөр,6,Вакум,4,Паркет,"5,330,882"
1,2015,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,3+ тагттай,136,Лизинггүй,Төмөр,6,Вакум,4,Паркет,"5,330,882"
1,2014,12,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,3+ тагттай,136,Лизинггүй,Бүргэд,6,Вакум,4,Паркет,"5,330,882"
1,2014,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,136,Лизинггүй,Төмөр,6,Вакум,4,Паркет,"5,330,000"
1,2018,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,124,Лизинггүй,Бүргэд,4,Вакум,4,Паркет,"5,322,581"
1,2019,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,124,Лизинггүй,Бүргэд,4,Вакум,4,Паркет,"5,322,581"
1,2022,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,124,Лизинггүй,Бүргэд,4,Вакум,4,Паркет,"5,322,581"
1,2020,16,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,124,Банкны лизингтэй,Бүргэд,4,Вакум,4,Паркет,"5,322,581"
1,2020,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,124,Лизинггүй,Төмөр,4,Вакум,4,Паркет,"5,322,581"
1,2024,18,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,Тагтгүй,59,Лизинггүй,Бүргэд,9,Вакум,2,Паркет,"5,322,034"
1,2024,25,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Төмөр,15,Вакум,4,Паркет,"5,320,385"
1,2024,23,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Бүргэд,15,Вакум,6,Паркет,"5,320,385"
1,2024,23,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Бүргэд,15,Вакум,4,Паркет,"5,320,385"
1,2024,25,Ашиглалтад орсон,Байгаа,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Төмөр,15,Вакум,4,Паркет,"5,320,385"
1,2024,23,Ашиглалтад ороогүй,Байгаа,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Бүргэд,15,Вакум,4,Паркет,"5,320,385"
1,2024,23,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,91,Банкны лизингтэй,Төмөр,15,Вакум,4,Паркет,"5,320,385"
1,2024,23,Ашиглалтад орсон,Байгаа,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Төмөр,15,Вакум,4,Паркет,"5,320,385"
1,2024,23,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,91,Банкны лизингтэй,Төмөр,15,Вакум,4,Паркет,"5,320,385"
1,2024,23,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,91,Банкны лизингтэй,Бүргэд,15,Вакум,4,Паркет,"5,320,385"
1,2024,23,Ашиглалтад орсон,Байгаа,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Төмөр,15,Вакум,4,Паркет,"5,320,385"
1,2024,23,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Төмөр,15,Вакум,4,Паркет,"5,320,385"
1,2024,23,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Бүргэд,15,Вакум,4,Паркет,"5,320,385"
1,2024,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,132,Лизинггүй,Бүргэд,8,Вакум,5,Паркет,"5,320,076"
1,2024,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,132,Бартертай,Бүргэд,8,Вакум,5,Паркет,"5,320,076"
1,2023,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,132,Лизинггүй,Төмөр,8,Вакум,4,Паркет,"5,320,076"
1,2024,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,132,Лизинггүй,Мод,8,Вакум,4,Паркет,"5,320,000"
1,2024,16,Ашиглалтад ороогүй,Байхгүй,БЗД,1/1/2024,1 тагттай,47,Лизинггүй,Бүргэд,4,Вакум,2,Паркет,"5,319,149"
1,2020,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,94,Лизинггүй,Вакум,7,Вакум,4,Паркет,"5,319,149"
1,2024,25,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Бүргэд,15,Вакум,4,Паркет,"5,314,560"
1,2024,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,71,Банкны лизингтэй,Бүргэд,6,Вакум,3,Паркет,"5,309,859"
1,2024,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,71,Банкны лизингтэй,Бүргэд,6,Вакум,4,Паркет,"5,309,859"
1,2024,14,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,113,Бартертай,Төмөр вакум,14,Вакум,6,Паркет,"5,309,735"
1,2014,12,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,3+ тагттай,110,Банкны лизингтэй,Бүргэд,12,Вакум,3,Паркет,"5,305,782"
1,2022,12,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,2 тагттай,82,Лизинггүй,Бүргэд,6,Вакум,3,Паркет,"5,304,878"
1,2023,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,2 тагттай,82,Лизинггүй,Төмөр,11,Вакум,3,Паркет,"5,303,878"
1,2022,12,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,2 тагттай,82,Лизинггүй,Бүргэд,10,Вакум,3,Паркет,"5,303,878"
1,2018,23,Ашиглалтад орсон,Байхгүй,БГД,1/1/2024,1 тагттай,55,Лизинггүй,Төмөр,7,Вакум,4,Паркет,"5,303,855"
1,2016,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,2 тагттай,149,Лизинггүй,Төмөр,13,Вакум,5,Паркет,"5,302,013"
1,2020,17,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,186,Лизинггүй,Бүргэд,16,Вакум,7,Паркет,"5,301,075"
1,1990,9,Ашиглалтад орсон,Байхгүй,БГД,1/1/2024,1 тагттай,30,Лизинггүй,Вакум,9,Вакум,3,Паркет,"5,300,000"
1,2017,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,149,Лизинггүй,Бүргэд,14,Вакум,4,Паркет,"5,300,000"
1,2015,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,149,Банкны лизингтэй,Бүргэд,14,Вакум,5,Мод,"5,300,000"
1,2016,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,149,Лизинггүй,Төмөр,13,Вакум,5,Паркет,"5,300,000"
1,2016,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,149,Лизинггүй,Төмөр,14,Вакум,5,Паркет,"5,300,000"
1,2021,15,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,2 тагттай,208,Банкны лизингтэй,Мод,12,Вакум,6,Паркет,"5,300,000"
1,2017,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,149,Банкны лизингтэй,Бүргэд,14,Вакум,6,Паркет,"5,300,000"
1,2021,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,106,Лизинггүй,Бүргэд,14,Вакум,3,Паркет,"5,300,000"
1,2022,17,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,185,Банкны лизингтэй,Бүргэд,16,Вакум,8,Паркет,"5,300,000"
1,2017,12,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,149,Лизинггүй,Төмөр,14,Вакум,4,Паркет,"5,300,000"
1,2016,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,149,Банкны лизингтэй,Бүргэд,14,Вакум,4,Паркет,"5,300,000"
1,2023,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,Тагтгүй,129,Банкны лизингтэй,Бүргэд,5,Вакум,5,Паркет,"5,300,000"
1,2015,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,149,Лизинггүй,Төмөр,14,Вакум,4,Паркет,"5,300,000"
1,2024,11,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,86,Лизинггүй,Бүргэд,11,Вакум,3,Паркет,"5,300,000"
1,2024,25,Ашиглалтад орсон,Байгаа,БЗД,1/1/2024,Тагтгүй,114,Лизинггүй,Төмөр,14,Вакум,3,Паркет,"5,300,000"
1,2015,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,3+ тагттай,136,Лизинггүй,Төмөр,8,Вакум,4,Паркет,"5,300,000"
1,2024,16,Ашиглалтад орсон,Байхгүй,СБД,1/1/2024,1 тагттай,86,Лизинггүй,Бүргэд,11,Вакум,5,Паркет,"5,300,000"
1,2024,23,Ашиглалтад орсон,Байгаа,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Бүргэд,15,Төмөр вакум,4,Паркет,"5,300,000"
1,2020,16,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,Тагтгүй,208,Лизинггүй,Бүргэд,11,Вакум,5,Паркет,"5,300,000"
1,2024,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,2 тагттай,122,Банкны лизингтэй,Бүргэд,15,Вакум,6,Паркет,"5,300,000"
1,2021,17,Ашиглалтад орсон,Байгаа,БЗД,1/1/2024,1 тагттай,105,Банкны лизингтэй,Төмөр,15,Төмөр вакум,5,Паркет,"5,300,000"
1,2022,17,Ашиглалтад орсон,Байгаа,БЗД,1/1/2024,1 тагттай,105,Лизинггүй,Бүргэд,15,Вакум,5,Паркет,"5,300,000"
1,2025,15,Ашиглалтад ороогүй,Байгаа,БЗД,1/1/2024,1 тагттай,74,Банкны лизингтэй,Бүргэд,8,Вакум,2,Паркет,"5,300,000"
1,2024,25,Ашиглалтад ороогүй,Байхгүй,БЗД,1/1/2024,Тагтгүй,110,Лизинггүй,Бүргэд,14,Вакум,4,Паркет,"5,300,000"
1,2005,12,Ашиглалтад орсон,Байхгүй,СБД,1/1/2024,1 тагттай,98,Банкны лизингтэй,Бүргэд,7,Вакум,4,Паркет,"5,300,000"
1,2024,23,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,49,Лизинггүй,Төмөр,6,Вакум,3,Паркет,"5,300,000"
1,2016,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,149,Лизинггүй,Төмөр,14,Вакум,4,Паркет,"5,295,302"
1,2015,14,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,149,Лизинггүй,Төмөр вакум,14,Вакум,6,Паркет,"5,295,302"
1,2024,23,Ашиглалтад орсон,Байгаа,БЗД,1/1/2024,1 тагттай,91,Лизинггүй,Бүргэд,15,Вакум,4,Паркет,"5,291,758"
1,2022,11,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,86,Лизинггүй,Төмөр вакум,9,Модон вакум,5,Паркет,"5,290,698"
1,2017,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,140,Лизинггүй,Бүргэд,3,Вакум,5,Паркет,"5,285,714"
1,2023,16,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,140,Лизинггүй,Бүргэд,3,Вакум,7,Паркет,"5,285,714"
1,2017,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,140,Лизинггүй,Төмөр,4,Вакум,4,Паркет,"5,285,714"
1,2018,14,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,140,Лизинггүй,Төмөр,3,Вакум,6,Паркет,"5,285,714"
1,2019,16,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,2 тагттай,140,Лизинггүй,Төмөр,3,Вакум,4,Паркет,"5,285,714"
1,2016,12,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,140,Лизинггүй,Төмөр,3,Вакум,4,Паркет,"5,285,714"
1,1992,5,Ашиглалтад орсон,Байхгүй,СХД,1/1/2024,1 тагттай,18,Лизинггүй,Төмөр,2,Вакум,2,Паркет,"5,277,778"
1,2024,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,79,Банкны лизингтэй,Бүргэд,5,Вакум,4,Паркет,"5,265,823"
1,2021,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,58,Лизинггүй,Бүргэд,4,Вакум,2,Паркет,"5,258,621"
1,2019,17,Ашиглалтад орсон,Байхгүй,БГД,1/1/2024,Тагтгүй,94,Лизинггүй,Төмөр,14,Вакум,3,Паркет,"5,253,660"
1,2014,6,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,84,Лизинггүй,Бүргэд,2,Вакум,4,Паркет,"5,250,000"
1,2020,16,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,80,Лизинггүй,Төмөр,10,Вакум,4,Паркет,"5,250,000"
1,2024,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,138,Лизинггүй,Бүргэд,15,Вакум,6,Паркет,"5,250,000"
1,1990,9,Ашиглалтад орсон,Байхгүй,БГД,1/1/2024,1 тагттай,40,Лизинггүй,Бүргэд,1,Вакум,4,Паркет,"5,250,000"
1,1990,9,Ашиглалтад орсон,Байхгүй,СХД,1/1/2024,2 тагттай,40,Лизинггүй,Бүргэд,1,Вакум,4,Паркет,"5,250,000"
1,2024,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,138,Лизинггүй,Төмөр,15,Вакум,6,Цемент,"5,250,000"
1,2020,17,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,105,Лизинггүй,Төмөр,15,Төмөр вакум,5,Паркет,"5,250,000"
1,2005,13,Ашиглалтад орсон,Байхгүй,СБД,1/1/2024,Тагтгүй,40,Лизинггүй,Бүргэд,13,Вакум,2,Паркет,"5,250,000"
1,2013,13,Ашиглалтад орсон,Байхгүй,СБД,1/1/2024,Тагтгүй,40,Лизинггүй,Бүргэд,3,Вакум,2,Паркет,"5,250,000"
1,2018,12,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,141,Лизинггүй,Бүргэд,4,Төмөр вакум,4,Паркет,"5,248,227"
1,2024,16,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,Тагтгүй,110,Лизинггүй,Бүргэд,7,Вакум,3,Паркет,"5,245,455"
1,2021,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,124,Банкны лизингтэй,Бүргэд,4,Вакум,4,Паркет,"5,241,935"
1,2024,25,Ашиглалтад ороогүй,Байхгүй,БЗД,1/1/2024,Тагтгүй,66,Лизинггүй,Бүргэд,19,Вакум,2,Паркет,"5,239,394"
1,2022,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,Тагтгүй,63,Лизинггүй,Мод,11,Вакум,2,Паркет,"5,238,095"
1,2019,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,63,Лизинггүй,Төмөр,11,Вакум,3,Паркет,"5,238,095"
1,2024,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,Тагтгүй,63,Лизинггүй,Бүргэд,11,Вакум,2,Паркет,"5,238,095"
1,2022,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,Тагтгүй,63,Лизинггүй,Бүргэд,11,Вакум,2,Паркет,"5,238,095"
1,2022,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,63,Лизинггүй,Бүргэд,10,Вакум,2,Паркет,"5,238,095"
1,1989,4,Ашиглалтад орсон,Байхгүй,ЧД,1/1/2024,Тагтгүй,42,Лизинггүй,Бүргэд,1,Вакум,3,Паркет,"5,238,095"
1,2002,12,Ашиглалтад орсон,Байхгүй,СБД,1/1/2024,1 тагттай,76,Лизинггүй,Төмөр,3,Вакум,5,Паркет,"5,236,842"
1,2024,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,72,Лизинггүй,Бүргэд,6,Вакум,3,Паркет,"5,236,111"
1,2014,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,43,Лизинггүй,Бүргэд,1,Вакум,2,Паркет,"5,232,558"
1,2014,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,43,Лизинггүй,Бүргэд,1,Вакум,2,Паркет,"5,232,558"
1,2022,10,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,Тагтгүй,87,Лизинггүй,Төмөр,9,Вакум,5,Ламинат,"5,229,885"
1,2014,6,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,84,Лизинггүй,Бүргэд,2,Вакум,4,Паркет,"5,226,619"
1,2024,6,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,144,Лизинггүй,Төмөр,5,Вакум,4,Паркет,"5,214,444"
1,2024,6,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,144,Банкны лизингтэй,Төмөр,5,Вакум,6,Паркет,"5,214,444"
1,2023,17,Ашиглалтад орсон,Байгаа,ЧД,1/1/2024,1 тагттай,83,Банкны лизингтэй,Бүргэд,7,Вакум,4,Паркет,"5,211,205"
1,2024,6,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,2 тагттай,144,Бартертай,Төмөр,4,Вакум,6,Паркет,"5,208,333"
1,2024,6,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,2 тагттай,144,Бартертай,Бүргэд,5,Вакум,5,Паркет,"5,208,333"
1,2018,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,73,Лизинггүй,Бүргэд,14,Вакум,3,Паркет,"5,205,479"
1,2016,16,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,73,Лизинггүй,Бүргэд,14,Вакум,3,Паркет,"5,205,479"
1,2015,16,Ашиглалтад орсон,Байгаа,БЗД,1/1/2024,1 тагттай,73,Банкны лизингтэй,Бүргэд,10,Вакум,3,Паркет,"5,205,479"
1,2012,9,Ашиглалтад орсон,Байгаа,СХД,1/1/2024,1 тагттай,74,Лизинггүй,Бүргэд,9,Вакум,4,Паркет,"5,202,703"
1,2024,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,Тагтгүй,129,Банкны лизингтэй,Бүргэд,9,Вакум,5,Паркет,"5,201,550"
1,2019,10,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,2 тагттай,125,Банкны лизингтэй,Бүргэд,10,Вакум,6,Паркет,"5,200,000"
1,2022,18,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,66,Банкны лизингтэй,Бүргэд,12,Вакум,2,Паркет,"5,200,000"
1,2024,14,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,2 тагттай,129,Банкны лизингтэй,Бүргэд,2,Вакум,5,Паркет,"5,200,000"
1,2023,5,Ашиглалтад ороогүй,Байхгүй,ХУД,1/1/2024,1 тагттай,57,Лизинггүй,Бүргэд,4,Вакум,2,Паркет,"5,200,000"
1,2024,6,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,2 тагттай,144,Банкны лизингтэй,Мод,5,Төмөр вакум,6,Паркет,"5,200,000"
1,2024,6,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,141,Банкны лизингтэй,Бүргэд,5,Вакум,5,Паркет,"5,200,000"
1,2015,6,Ашиглалтад орсон,Байгаа,ХУД,1/1/2024,1 тагттай,84,Банкны лизингтэй,Төмөр,2,Вакум,5,Паркет,"5,200,000"
1,2017,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,124,Банкны лизингтэй,Төмөр вакум,4,Вакум,4,Паркет,"5,200,000"
1,2024,16,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,2 тагттай,129,Лизинггүй,Бүргэд,2,Вакум,5,Паркет,"5,200,000"
1,2017,10,Ашиглалтад орсон,Байгаа,СБД,1/1/2024,1 тагттай,80,Лизинггүй,Бүргэд,6,Вакум,4,Паркет,"5,200,000"
1,2020,4,Ашиглалтад орсон,Байхгүй,БЗД,1/1/2024,1 тагттай,124,Лизинггүй,Бүргэд,16,Вакум,4,Паркет,"5,200,000"
1,2024,17,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,2 тагттай,222,Банкны лизингтэй,Төмөр,16,Вакум,6,Паркет,"5,200,000"
1,2024,17,Ашиглалтад орсон,Байхгүй,ХУД,1/1/2024,1 тагттай,222,Банкны лизингтэй,Төмөр,15,Вакум,8,Паркет,"5,200,000"
1,2016,15,Ашиглалтад орсон,Байгаа,БЗД,1/1/2024,1 тагттай,160,Лизинггүй,Төмөр,8,Вакум,4,Паркет,"5,200,000"
